",",country,ID,year,dlrgdp,dlrgdp21,dlemptot,dlemptot21,ctaxever,rater_LCU_USD18,ctax_21_raw,ctax_21_real,ctaxyear,dlemission_trans,dlemission_total,GHG15,share19,share21,EU,EU2,pop18
984,Slovenia,SVN,1996,3.4740448,3.203005809,-2.001571655,-2.001571655,1,15.23875237,7.458156016,15.77716959,1996,NA,NA,,0.239999995,0.5,1,1,2.073894
985,Slovenia,SVN,1997,4.954147339,5.049793457,-1.840591431,-1.840591431,1,14.05419254,6.554974275,12.7883886,1996,NA,NA,,0.239999995,0.5,1,1,2.073894
986,Slovenia,SVN,1998,3.2371521,3.279365444,-0.105953217,-0.105953217,1,39.26013184,17.23590146,31.30121664,1996,NA,NA,,0.239999995,0.5,1,1,2.073894
987,Slovenia,SVN,1999,5.172538757,5.332666572,1.528739929,1.528739929,1,36.83280182,16.96057458,28.91279406,1996,NA,NA,,0.239999995,0.5,1,1,2.073894
988,Slovenia,SVN,2000,4.061317444,3.67237155,1.580047607,1.580047607,1,34.9300766,14.17436453,22.88927549,1996,NA,NA,,0.239999995,0.5,1,1,2.073894
989,Slovenia,SVN,2001,2.897644043,3.216560335,0.57015419,0.57015419,1,32.14299774,12.28862037,18.26001184,1996,NA,NA,,0.239999995,0.5,1,1,2.073894
990,Slovenia,SVN,2002,3.75995636,3.505598057,1.564884186,1.564884186,1,29.8781662,11.66186198,16.10747536,1996,NA,NA,,0.239999995,0.5,1,1,2.073894
991,Slovenia,SVN,2003,2.811431885,2.960260286,-0.315093994,-0.315093994,1,28.27918053,14.06370201,18.38776681,1996,NA,NA,,0.239999995,0.5,1,1,2.073894
992,Slovenia,SVN,2004,4.246330261,4.359192778,0.303316116,0.303316116,1,27.37151527,15.41229428,19.4957598,1996,NA,NA,,0.239999995,0.5,1,1,2.073894
993,Slovenia,SVN,2005,3.923416138,3.797972642,-0.483846664,-0.483846664,1,26.95367241,16.21718925,20.2066532,1996,NA,NA,,0.239999995,0.5,1,1,2.073894
994,Slovenia,SVN,2006,5.52520752,5.746396901,1.559019089,1.559019089,1,26.37648964,15.14473062,18.46034634,1996,NA,NA,,0.239999995,0.5,1,1,2.073894
995,Slovenia,SVN,2007,6.709480286,6.980160755,3.296136856,3.296136856,1,25.28296661,16.7075,19.54861056,1996,NA,NA,,0.239999995,0.5,1,1,2.073894
996,Slovenia,SVN,2008,3.244781494,3.509841517,2.469968796,2.469968796,1,24.1913929,19.575,21.92465754,1996,NA,NA,,0.239999995,0.5,1,1,2.073894
997,Slovenia,SVN,2009,-8.122444153,-7.548437791,-1.658821106,-1.658821106,1,23.4059906,16.5575,17.93521607,1996,NA,-9.676842059,,0.239999995,0.5,1,1,2.073894
998,Slovenia,SVN,2010,1.22127533,1.343748472,-2.120733261,-2.120757894,1,23.63933945,16.83499999,18.42546286,1996,NA,0.128506919,,0.239999995,0.5,1,1,2.073894
999,Slovenia,SVN,2011,0.659942627,0.861327733,-1.692676544,-1.692640389,1,23.37764168,17.67625,19.14705651,1996,NA,0.053166236,,0.239999995,0.5,1,1,2.073894
1000,Slovenia,SVN,2012,-2.722549438,-2.639438757,-0.951433182,-0.951463797,1,26.80804443,19.17935999,20.67618928,1996,NA,-2.908001655,,0.239999995,0.5,1,1,2.073894
1001,Slovenia,SVN,2013,-1.132774353,-1.029282772,-1.132917404,-1.132922798,1,26.38526726,18.48960001,19.61862993,1996,NA,-3.737444796,,0.239999995,0.5,1,1,2.073894
1002,Slovenia,SVN,2014,2.919197083,2.768158831,0.425958633,0.425949078,1,26.17839432,19.85759999,20.97451364,1996,NA,-9.942244617,,0.239999995,0.5,1,1,2.073894
1003,Slovenia,SVN,2015,2.269935608,2.210081607,1.299905777,1.299917533,1,31.09613037,18.58464,19.43462808,1996,NA,1.055594624,,0.239999995,0.5,1,1,2.073894
1004,Slovenia,SVN,2016,3.036117554,3.191852518,1.770496368,1.819425008,1,30.8995266,19.31373394,20.02205206,1996,NA,4.987889271,,0.239999995,0.5,1,1,2.073894
1005,Slovenia,SVN,2017,4.764175415,4.79354876,2.937555313,2.868399797,1,30.41606331,20.43476916,20.87524934,1996,NA,-1.377276167,,0.239999995,0.5,1,1,2.073894
1006,Slovenia,SVN,2018,4.379844666,4.384501721,3.120517731,3.152499866,1,29.74189758,21.4485323,21.4485323,1996,NA,0.776476311,,0.239999995,0.5,1,1,2.073894
1007,Slovenia,SVN,2019,NA,3.184341624,NA,2.429018483,1,NA,19.4382689,19.00865867,1996,NA,-2.381771807,,0.239999995,0.5,1,1,2.073894
1008,Slovenia,SVN,2020,NA,-5.532207845,NA,-0.590685031,1,NA,19.8794,19.19573653,1996,NA,NA,,0.239999995,0.5,1,1,2.073894
1009,Spain,ESP,1985,2.294158936,2.321435758,NA,NA,1,0,0,0,2014,NA,NA,,0.029999999,0.03,1,1,46.797754
1010,Spain,ESP,1986,3.199005127,3.253321842,NA,NA,1,0,0,0,2014,NA,NA,,0.029999999,0.03,1,1,46.797754
1011,Spain,ESP,1987,5.397987366,5.547122515,NA,NA,1,0,0,0,2014,NA,NA,,0.029999999,0.03,1,1,46.797754
1012,Spain,ESP,1988,4.973220825,5.094324298,NA,NA,1,0,0,0,2014,NA,NA,,0.029999999,0.03,1,1,46.797754
1013,Spain,ESP,1989,4.706001282,4.827030312,NA,NA,1,0,0,0,2014,NA,NA,,0.029999999,0.03,1,1,46.797754
1014,Spain,ESP,1990,3.723907471,3.781393378,NA,NA,1,0,0,0,2014,NA,NA,,0.029999999,0.03,1,1,46.797754
1015,Spain,ESP,1991,2.501296997,2.546000548,NA,NA,1,0,0,0,2014,NA,NA,,0.029999999,0.03,1,1,46.797754
1016,Spain,ESP,1992,0.927734375,0.929215549,NA,NA,1,0,0,0,2014,NA,NA,,0.029999999,0.03,1,1,46.797754
1017,Spain,ESP,1993,-1.031303406,-1.031491863,NA,NA,1,0,0,0,2014,NA,NA,,0.029999999,0.03,1,1,46.797754
1018,Spain,ESP,1994,2.356147766,2.383195397,NA,NA,1,0,0,0,2014,NA,NA,,0.029999999,0.03,1,1,46.797754
1019,Spain,ESP,1995,2.725028992,2.757493994,NA,NA,1,0,0,0,2014,NA,NA,,0.029999999,0.03,1,1,46.797754
1020,Spain,ESP,1996,2.639198303,2.660524453,1.435661316,1.435661316,1,0,0,0,2014,NA,NA,,0.029999999,0.03,1,1,46.797754
1021,Spain,ESP,1997,3.620910645,3.702580285,3.671073914,3.671073914,1,0,0,0,2014,NA,NA,,0.029999999,0.03,1,1,46.797754
1022,Spain,ESP,1998,4.207038879,4.393037351,4.28686142,4.28686142,1,0,0,0,2014,NA,NA,,0.029999999,0.03,1,1,46.797754
1023,Spain,ESP,1999,4.389381409,4.490491316,4.45098877,4.45098877,1,0,0,0,2014,NA,NA,,0.029999999,0.03,1,1,46.797754
1024,Spain,ESP,2000,5.15422821,5.24599468,4.846000671,4.846000671,1,0,0,0,2014,NA,NA,,0.029999999,0.03,1,1,46.797754
1025,Spain,ESP,2001,3.92036438,3.932948843,3.171348572,3.171348572,1,0,0,0,2014,NA,NA,,0.029999999,0.03,1,1,46.797754
1026,Spain,ESP,2002,2.839851379,2.731022232,2.449893951,2.449893951,1,0,0,0,2014,NA,NA,,0.029999999,0.03,1,1,46.797754
1027,Spain,ESP,2003,3.137779236,2.981894836,3.153610229,3.153610229,1,0,0,0,2014,NA,NA,,0.029999999,0.03,1,1,46.797754
1028,Spain,ESP,2004,3.123474121,3.122795242,3.598117828,3.598117828,1,0,0,0,2014,NA,NA,,0.029999999,0.03,1,1,46.797754
1029,Spain,ESP,2005,3.615760803,3.652032674,4.131507874,4.131507874,1,0,0,0,2014,NA,NA,,0.029999999,0.03,1,1,46.797754
1030,Spain,ESP,2006,4.109573364,4.102727115,4.018211365,4.018211365,1,0,0,0,2014,NA,NA,,0.029999999,0.03,1,1,46.797754
1031,Spain,ESP,2007,3.676795959,3.604687971,3.170204163,3.170204163,1,0,0,0,2014,NA,NA,,0.029999999,0.03,1,1,46.797754
1032,Spain,ESP,2008,1.166534424,0.887145182,0.109100342,0.109100342,1,0,0,0,2014,NA,NA,,0.029999999,0.03,1,1,46.797754
1033,Spain,ESP,2009,-3.633499146,-3.763231927,-6.548786163,-6.548786163,1,0,0,0,2014,-7.256027459,-10.07975488,,0.029999999,0.03,1,1,46.797754
1034,Spain,ESP,2010,0,0.163010231,-1.761245728,-1.761295988,1,0,0,0,2014,-0.160196078,-3.978800456,,0.029999999,0.03,1,1,46.797754
1035,Spain,ESP,2011,-1.022911072,-0.814373455,-2.57101059,-2.570974518,1,0,0,0,2014,-3.010073014,-0.209766527,,0.029999999,0.03,1,1,46.797754
1036,Spain,ESP,2012,-2.939987183,-2.959441302,-4.094600677,-4.094627371,1,0,0,0,2014,-4.535526899,-2.154853749,,0.029999999,0.03,1,1,46.797754
1037,Spain,ESP,2013,-1.747512817,-1.435394259,-2.470493317,-2.470521672,1,0,0,0,2014,4.97455908,-7.841542435,,0.029999999,0.03,1,1,46.797754
1038,Spain,ESP,2014,1.361846924,1.383907943,1.033210754,1.033244269,1,31.81676292,27.57999999,28.51637853,2014,2.58132419,0.696785473,,0.029999999,0.03,1,1,46.797754
1039,Spain,ESP,2015,3.605651855,3.83517266,2.75850296,2.758512011,1,31.65432739,21.51,22.11961887,2014,4.767217609,3.453647311,,0.029999999,0.03,1,1,46.797754
1040,Spain,ESP,2016,3.119659424,3.03130133,2.111625671,2.111582568,1,31.56160545,23.15299,23.73254106,2014,0.486588,-3.445149207,,0.029999999,0.03,1,1,46.797754
1041,Spain,ESP,2017,2.937316895,2.973641191,2.62594223,2.596082295,1,31.1760788,23.15299,23.4280803,2014,11.411012,3.940153429,,0.029999999,0.03,1,1,46.797754
1042,Spain,ESP,2018,2.512168884,2.430047145,2.187633514,2.255849822,1,30.87115479,24.7959911,24.7959911,2014,-9.698312908,-2.00654752,,0.029999999,0.03,1,1,46.797754
1043,Spain,ESP,2019,NA,1.950126894,NA,2.204601578,1,NA,16.85399037,16.62318012,2014,0,-6.368402066,,0.029999999,0.03,1,1,46.797754
1044,Spain,ESP,2020,NA,-10.83894734,NA,-4.2537732,1,NA,17.236,16.82042276,2014,NA,NA,,0.029999999,0.03,1,1,46.797754
1045,Sweden,SWE,1985,2.111625671,2.160373746,NA,NA,1,0,0,0,1991,NA,NA,,0.400000006,0.4,1,1,10.175214
1046,Sweden,SWE,1986,2.684593201,2.691323173,NA,NA,1,0,0,0,1991,NA,NA,,0.400000006,0.4,1,1,10.175214
1047,Sweden,SWE,1987,3.303527832,3.353842984,NA,NA,1,0,0,0,1991,NA,NA,,0.400000006,0.4,1,1,10.175214
1048,Sweden,SWE,1988,2.485847473,2.559038665,NA,NA,1,0,0,0,1991,NA,NA,,0.400000006,0.4,1,1,10.175214
1049,Sweden,SWE,1989,2.64339447,2.654806927,NA,NA,1,0,0,0,1991,NA,NA,,0.400000006,0.4,1,1,10.175214
1050,Sweden,SWE,1990,0.736427307,0.754674769,NA,NA,1,0,0,0,1991,NA,NA,,0.400000006,0.4,1,1,10.175214
1051,Sweden,SWE,1991,-1.128578186,-1.145974869,NA,NA,1,44.71998596,41.2167175,65.1044921,1991,NA,NA,,0.400000006,0.4,1,1,10.175214
1052,Sweden,SWE,1992,-1.185417175,-1.15859276,NA,NA,1,44.27048492,41.64584374,65.12112335,1991,NA,NA,,0.400000006,0.4,1,1,10.175214
1053,Sweden,SWE,1993,-2.097892761,-2.06561637,NA,NA,1,55.43974686,41.95895889,64.19066633,1991,NA,NA,,0.400000006,0.4,1,1,10.175214
1054,Sweden,SWE,1994,4.022789001,3.929972837,-0.957679749,-0.957679749,1,57.43550491,43.48660229,64.84939287,1991,NA,NA,,0.400000006,0.4,1,1,10.175214
1055,Sweden,SWE,1995,3.950309753,3.935192926,1.606464386,1.606464386,1,55.33230209,46.13297151,66.26998239,1991,NA,NA,,0.400000006,0.4,1,1,10.175214
1056,Sweden,SWE,1996,1.488304138,1.579456406,-0.807380676,-0.807380676,1,59.58930588,55.54804906,78.9976028,1991,NA,NA,,0.400000006,0.4,1,1,10.175214
1057,Sweden,SWE,1997,2.871704102,3.070526593,-1.290035248,-1.290035248,1,58.66789627,48.64644552,68.14296108,1991,NA,NA,,0.400000006,0.4,1,1,10.175214
1058,Sweden,SWE,1998,4.177856445,4.311836353,1.679897308,1.679897308,1,58.20735168,46.15077583,64.12576066,1991,NA,NA,,0.400000006,0.4,1,1,10.175214
1059,Sweden,SWE,1999,4.376983643,4.247184144,2.067565918,2.067565918,1,57.66565704,45.01599893,61.99239859,1991,NA,NA,,0.400000006,0.4,1,1,10.175214
1060,Sweden,SWE,2000,4.648590088,4.766348871,2.424049377,2.424049377,1,56.77721786,42.84787845,58.13131399,1991,NA,NA,,0.400000006,0.4,1,1,10.175214
1061,Sweden,SWE,2001,1.560211182,1.449498618,2.089309692,2.089309692,1,79.337677,51.34415113,67.97007486,1991,NA,NA,,0.400000006,0.4,1,1,10.175214
1062,Sweden,SWE,2002,2.042961121,2.196921062,0.03862381,0.03862381,1,92.82186127,60.81374584,79.27909662,1991,NA,NA,,0.400000006,0.4,1,1,10.175214
1063,Sweden,SWE,2003,2.331924438,2.30981059,-0.572967529,-0.572967529,1,110.0473709,89.64907107,114.9160677,1991,NA,NA,,0.400000006,0.4,1,1,10.175214
1064,Sweden,SWE,2004,4.223060608,4.336856154,-0.698280334,-0.698280334,1,131.2054443,120.5298013,153.987515,1991,NA,NA,,0.400000006,0.4,1,1,10.175214
1065,Sweden,SWE,2005,2.770423889,2.85880324,0.092124939,0.092124939,1,130.1607056,128.8039632,163.4366892,1991,NA,NA,,0.400000006,0.4,1,1,10.175214
1066,Sweden,SWE,2006,4.590606689,4.662773552,1.812171936,1.812171936,1,129.2431641,117.4593042,146.4676432,1991,NA,NA,,0.400000006,0.4,1,1,10.175214
1067,Sweden,SWE,2007,3.345298767,3.439221776,2.309608459,2.309608459,1,126.9908752,132.9046088,161.1728257,1991,NA,NA,,0.400000006,0.4,1,1,10.175214
1068,Sweden,SWE,2008,-0.540351868,-0.450559257,0.691604614,0.691604614,1,133.4790802,168.8257417,198.318164,1991,NA,NA,,0.400000006,0.4,1,1,10.175214
1069,Sweden,SWE,2009,-5.32913208,-4.339790575,-2.10943222,-2.10943222,1,135.5383606,126.5822785,145.2683835,1991,-34.81632037,-7.024204668,,0.400000006,0.4,1,1,10.175214
1070,Sweden,SWE,2010,5.812644958,5.952107008,0.636863708,0.636866545,1,134.2091064,145.4797368,165.3883263,1991,21.77092953,9.718699719,,0.400000006,0.4,1,1,10.175214
1071,Sweden,SWE,2011,2.632522583,3.195333235,2.292346954,2.2923703,1,132.6398315,166.0735469,186.7676518,1991,-3.208065066,-6.96248536,,0.400000006,0.4,1,1,10.175214
1072,Sweden,SWE,2012,-0.304412842,-0.588304569,0.735282898,0.735305405,1,134.9961548,163.5223935,182.0752623,1991,-15.87479211,-4.833221552,,0.400000006,0.4,1,1,10.175214
1073,Sweden,SWE,2013,1.239776611,1.187775716,0.961399078,0.961370088,1,133.587265,166.6358082,183.8370212,1991,29.55339907,-2.987928782,,0.400000006,0.4,1,1,10.175214
1074,Sweden,SWE,2014,2.568054199,2.657798275,1.390075684,1.390121648,1,131.2554016,167.4210951,181.5364109,1991,-75.40129718,-3.218702252,,0.400000006,0.4,1,1,10.175214
1075,Sweden,SWE,2015,4.360389709,4.489281588,1.46894455,1.468873647,1,133.3633881,129.8114257,137.8321914,1991,-21.37456189,-0.199242648,,0.400000006,0.4,1,1,10.175214
1076,Sweden,SWE,2016,2.647399902,2.070593151,1.83429718,1.83434657,1,131.1985931,130.5009117,136.4820948,1991,-5.961121997,-0.846999172,,0.400000006,0.4,1,1,10.175214
1077,Sweden,SWE,2017,2.092933655,2.567924525,2.423191071,2.423174922,1,129.4492188,139.8376077,143.1894038,1991,-12.28538621,-1.077181905,,0.400000006,0.4,1,1,10.175214
1078,Sweden,SWE,2018,2.335929871,1.950022846,1.848602295,1.603704421,1,128.9072113,139.1140739,139.1140739,1991,-4.573697595,-1.791137039,,0.400000006,0.4,1,1,10.175214
1079,Sweden,SWE,2019,NA,1.369856989,NA,0.5926262,1,NA,126.7779984,123.4826668,1991,0,-3.98519605,,0.400000006,0.4,1,1,10.175214
1080,Sweden,SWE,2020,NA,-2.817819572,NA,-1.303308077,1,NA,133.2586744,128.0101233,1991,NA,NA,,0.400000006,0.4,1,1,10.175214
1081,Switzerland,CHE,1985,3.630065918,3.673595924,NA,NA,1,0,0,0,2008,NA,NA,,0.330000013,0.33,0,1,8.514329
1082,Switzerland,CHE,1986,1.829910278,1.858632898,NA,NA,1,0,0,0,2008,NA,NA,,0.330000013,0.33,0,1,8.514329
1083,Switzerland,CHE,1987,1.573944092,1.585478008,NA,NA,1,0,0,0,2008,NA,NA,,0.330000013,0.33,0,1,8.514329
1084,Switzerland,CHE,1988,3.219795227,3.277596377,NA,NA,1,0,0,0,2008,NA,NA,,0.330000013,0.33,0,1,8.514329
1085,Switzerland,CHE,1989,4.253005981,4.330794024,NA,NA,1,0,0,0,2008,NA,NA,,0.330000013,0.33,0,1,8.514329
1086,Switzerland,CHE,1990,3.592300415,3.674625697,NA,NA,1,0,0,0,2008,NA,NA,,0.330000013,0.33,0,1,8.514329
1087,Switzerland,CHE,1991,-0.914001465,-0.915816589,NA,NA,1,0,0,0,2008,NA,NA,,0.330000013,0.33,0,1,8.514329
1088,Switzerland,CHE,1992,-0.044822693,-0.043732916,NA,NA,1,0,0,0,2008,NA,NA,,0.330000013,0.33,0,1,8.514329
1089,Switzerland,CHE,1993,-0.1121521,-0.125983738,NA,NA,1,0,0,0,2008,NA,NA,,0.330000013,0.33,0,1,8.514329
1090,Switzerland,CHE,1994,1.24835968,1.269757732,NA,NA,1,0,0,0,2008,NA,NA,,0.330000013,0.33,0,1,8.514329
1091,Switzerland,CHE,1995,0.486183167,0.480866574,NA,NA,1,0,0,0,2008,NA,NA,,0.330000013,0.33,0,1,8.514329
1092,Switzerland,CHE,1996,0.527763367,0.493909886,-0.27923584,-0.27923584,1,0,0,0,2008,4.026185715,1.0952735,,0.330000013,0.33,0,1,8.514329
1093,Switzerland,CHE,1997,2.319335938,2.269168119,-0.145816803,-0.145816803,1,0,0,0,2008,4.160801271,-2.157259864,,0.330000013,0.33,0,1,8.514329
1094,Switzerland,CHE,1998,2.955818176,3.065331375,1.31855011,1.31855011,1,0,0,0,2008,-0.075302535,2.903922321,,0.330000013,0.33,0,1,8.514329
1095,Switzerland,CHE,1999,1.670837402,1.745534401,0.810718536,0.810718536,1,0,0,0,2008,-0.034010442,-0.416952691,,0.330000013,0.33,0,1,8.514329
1096,Switzerland,CHE,2000,3.872489929,3.976409234,0.972175598,0.972175598,1,0,0,0,2008,0.705013872,-1.100387686,,0.330000013,0.33,0,1,8.514329
1097,Switzerland,CHE,2001,1.29070282,1.575817262,1.6497612,1.6497612,1,0,0,0,2008,2.768443631,2.796044056,,0.330000013,0.33,0,1,8.514329
1098,Switzerland,CHE,2002,0.174713135,-0.005506463,0.712108612,0.712108612,1,0,0,0,2008,0.006183041,-2.865362264,,0.330000013,0.33,0,1,8.514329
1099,Switzerland,CHE,2003,0.038719177,-0.046846373,-0.357341766,-0.357341766,1,0,0,0,2008,-0.341530046,1.889752363,,0.330000013,0.33,0,1,8.514329
1100,Switzerland,CHE,2004,2.73475647,2.821528115,0.275993347,0.275993347,1,0,0,0,2008,-3.729415593,1.082116336,,0.330000013,0.33,0,1,8.514329
1101,Switzerland,CHE,2005,3.065109253,2.882638434,0.72889328,0.72889328,1,0,0,0,2008,-10.70263518,1.290307585,,0.330000013,0.33,0,1,8.514329
1102,Switzerland,CHE,2006,3.910827637,4.015007608,2.154541016,2.154541016,1,0,0,0,2008,-6.569480935,-0.710197748,,0.330000013,0.33,0,1,8.514329
1103,Switzerland,CHE,2007,4.034233093,3.995722246,2.54907608,2.54907608,1,0,0,0,2008,0.792785584,-3.442228618,,0.330000013,0.33,0,1,8.514329
1104,Switzerland,CHE,2008,2.123451233,2.755511436,2.365589142,2.365589142,1,10.00886631,11.91895113,11.75474226,2008,0.296154865,2.526307152,,0.330000013,0.33,0,1,8.514329
1105,Switzerland,CHE,2009,-2.241706848,-2.07963322,0.467586517,0.467586517,1,19.94556046,21.03786816,20.66171735,2008,-0.61578182,-2.678648908,,0.330000013,0.33,0,1,8.514329
1106,Switzerland,CHE,2010,2.9504776,3.268101656,0.236225128,0.281538637,1,29.82374191,34.21077639,33.48707391,2008,0.446125362,3.039176636,,0.330000013,0.33,0,1,8.514329
1107,Switzerland,CHE,2011,1.677703857,1.920445985,2.516746521,2.552540808,1,29.72200584,39.01593151,38.20313436,2008,0.819796341,-7.79482345,,0.330000013,0.33,0,1,8.514329
1108,Switzerland,CHE,2012,1.012420654,1.217193657,1.733493805,1.765477755,1,29.77382088,39.88035892,39.05102393,2008,-0.134400863,2.761522729,,0.330000013,0.33,0,1,8.514329
1109,Switzerland,CHE,2013,1.822090149,1.821667791,1.254940033,1.201859931,1,29.76629066,37.94666386,37.16620404,2008,0.822449799,1.477537034,,0.330000013,0.33,0,1,8.514329
1110,Switzerland,CHE,2014,2.41985321,2.446845157,1.857948303,1.865909196,1,49.92270279,67.94247537,66.94026913,2008,1.115005931,-7.743872278,,0.330000013,0.33,0,1,8.514329
1111,Switzerland,CHE,2015,1.324462891,1.657768711,1.500320435,1.519917376,1,50.23735428,61.95786865,61.7879856,2008,15.63303858,-0.961581349,,0.330000013,0.33,0,1,8.514329
1112,Switzerland,CHE,2016,1.590538025,2.045186469,1.380252838,1.380867273,1,70.79465485,86.18920583,86.46885945,2008,6.154165344,0.633435099,,0.330000013,0.33,0,1,8.514329
1113,Switzerland,CHE,2017,1.609420776,1.584819616,0.912380219,0.907437423,1,71.05912018,86.94748494,87.5577799,2008,3.003744716,-1.759486859,,0.330000013,0.33,0,1,8.514329
1114,Switzerland,CHE,2018,2.502441406,3.013405102,0.915908813,1.032052109,1,80.69933319,100.9038747,100.9038747,2008,-10.27887646,-3.263276542,,0.330000013,0.33,0,1,8.514329
1115,Switzerland,CHE,2019,NA,1.081930843,NA,0.710073331,1,NA,96.46308635,96.52659336,2008,NA,NA,,0.330000013,0.33,1,1,8.514329
1116,Switzerland,CHE,2020,NA,-2.870251911,NA,-0.462185036,1,NA,98.9688,99.57443007,2008,NA,NA,,0.330000013,0.33,1,1,8.514329
1117,United Kingdom,GBR,1985,4.110717773,4.147414952,NA,NA,1,0,0,0,2013,NA,NA,,0.230000004,0.23,1,1,66.460344
1118,United Kingdom,GBR,1986,3.081893921,3.150340586,NA,NA,1,0,0,0,2013,NA,NA,,0.230000004,0.23,1,1,66.460344
1119,United Kingdom,GBR,1987,5.172157288,5.392738342,NA,NA,1,0,0,0,2013,NA,NA,,0.230000004,0.23,1,1,66.460344
1120,United Kingdom,GBR,1988,5.613708496,5.732413648,NA,NA,1,0,0,0,2013,NA,NA,,0.230000004,0.23,1,1,66.460344
1121,United Kingdom,GBR,1989,2.507400513,2.577602729,NA,NA,1,0,0,0,2013,NA,NA,,0.230000004,0.23,1,1,66.460344
1122,United Kingdom,GBR,1990,0.758934021,0.733755503,NA,NA,1,0,0,0,2013,NA,NA,,0.230000004,0.23,1,1,66.460344
1123,United Kingdom,GBR,1991,-1.140594482,-1.103121655,NA,NA,1,0,0,0,2013,NA,NA,,0.230000004,0.23,1,1,66.460344
1124,United Kingdom,GBR,1992,0.381660461,0.401082104,NA,NA,1,0,0,0,2013,NA,NA,,0.230000004,0.23,1,1,66.460344
1125,United Kingdom,GBR,1993,2.538871765,2.48983093,NA,NA,1,0,0,0,2013,NA,NA,,0.230000004,0.23,1,1,66.460344
1126,United Kingdom,GBR,1994,3.825569153,3.846009131,NA,NA,1,0,0,0,2013,NA,NA,,0.230000004,0.23,1,1,66.460344
1127,United Kingdom,GBR,1995,2.384376526,2.531670077,NA,NA,1,0,0,0,2013,NA,NA,,0.230000004,0.23,1,1,66.460344
1128,United Kingdom,GBR,1996,2.499008179,2.491610855,0.932693481,0.932693481,1,0,0,0,2013,14.65707795,2.877448846,,0.230000004,0.23,1,1,66.460344
1129,United Kingdom,GBR,1997,4.248809814,4.975295008,1.774692535,1.774692535,1,0,0,0,2013,31.72193627,-3.347080265,,0.230000004,0.23,1,1,66.460344
1130,United Kingdom,GBR,1998,3.289604187,3.707771046,1.015663147,1.015663147,1,0,0,0,2013,18.09557173,-0.202980681,,0.230000004,0.23,1,1,66.460344
1131,United Kingdom,GBR,1999,3.108215332,3.29520162,1.384544373,1.384544373,1,0,0,0,2013,3.351903749,-4.157501648,,0.230000004,0.23,1,1,66.460344
1132,United Kingdom,GBR,2000,3.458976746,3.506217426,1.157188416,1.157188416,1,0,0,0,2013,-1.357604308,-0.051965685,,0.230000004,0.23,1,1,66.460344
1133,United Kingdom,GBR,2001,2.769851685,2.730335651,0.82654953,0.82654953,1,0,0,0,2013,-16.64225258,0.423873301,,0.230000004,0.23,1,1,66.460344
1134,United Kingdom,GBR,2002,2.485084534,2.178744368,0.835514069,0.835514069,1,0,0,0,2013,-1.323894864,-2.77342594,,0.230000004,0.23,1,1,66.460344
1135,United Kingdom,GBR,2003,3.242683411,3.321881725,0.994110107,0.994110107,1,0,0,0,2013,-1.899933573,1.028505429,,0.230000004,0.23,1,1,66.460344
1136,United Kingdom,GBR,2004,2.348327637,2.286278175,1.093673706,1.093673706,1,0,0,0,2013,-12.29809838,-0.493664578,,0.230000004,0.23,1,1,66.460344
1137,United Kingdom,GBR,2005,3.069114685,2.955691743,1.114273071,1.114273071,1,0,0,0,2013,-7.57375225,-1.156048148,,0.230000004,0.23,1,1,66.460344
1138,United Kingdom,GBR,2006,2.539825439,2.693800367,0.990772247,0.990772247,1,0,0,0,2013,-0.571401975,-1.06730626,,0.230000004,0.23,1,1,66.460344
1139,United Kingdom,GBR,2007,2.538108826,2.360575861,0.814437866,0.814437866,1,0,0,0,2013,0.914923993,-1.769370424,,0.230000004,0.23,1,1,66.460344
1140,United Kingdom,GBR,2008,-0.367546082,-0.278780161,0.843334198,0.843334198,1,0,0,0,2013,-14.16272111,-3.048487626,,0.230000004,0.23,1,1,66.460344
1141,United Kingdom,GBR,2009,-4.325294495,-4.113949331,-1.610374451,-1.610374451,1,0,0,0,2013,-12.35612879,-8.962700136,,0.230000004,0.23,1,1,66.460344
1142,United Kingdom,GBR,2010,1.651954651,2.074050953,0.248718262,0.248744885,1,0,0,0,2013,6.778019238,2.402268962,,0.230000004,0.23,1,1,66.460344
1143,United Kingdom,GBR,2011,1.687049866,1.275708411,0.503826141,0.503811899,1,0,0,0,2013,-0.515725393,-8.048901454,,0.230000004,0.23,1,1,66.460344
1144,United Kingdom,GBR,2012,1.414871216,1.430396029,1.082897186,1.082917112,1,0,0,0,2013,-2.008024965,2.916731067,,0.230000004,0.23,1,1,66.460344
1145,United Kingdom,GBR,2013,1.995849609,2.186113352,1.163291931,1.163296487,1,7.660619259,7.505835996,8.183843428,2013,-1.749880994,-2.388623966,,0.230000004,0.23,1,1,66.460344
1146,United Kingdom,GBR,2014,2.95009613,2.862728671,2.338314056,2.338319552,1,14.56031895,15.89406499,17.03485811,2013,-3.455951357,-7.371884017,,0.230000004,0.23,1,1,66.460344
1147,United Kingdom,GBR,2015,2.298927307,2.363069511,1.716804504,1.71680859,1,27.44599533,26.71139202,28.44055454,2013,-2.701623794,-3.437206025,,0.230000004,0.23,1,1,66.460344
1148,United Kingdom,GBR,2016,1.801872253,1.722385904,1.460552216,1.460559989,1,26.77288246,23.72570555,24.72959648,2013,-5.749731444,-5.174010059,,0.230000004,0.23,1,1,66.460344
